Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
axcess-kf02-006-67mm-petal-plastic-lens-hood,"Axcess KF02-006 67mm Petal Plastic  Lens Hood","Axcess KF02-006 67mm Petal Plastic  Lens Hood (67 mm, Black) Price: CAD $12.30 Petal Hard Lens Hood With Rear Locking Ring. Rear Locking Ring Allow Users To Rotate The Hood in all Direction. Enables you to shoot towards the light source, and being reflected inside the lens, without excessive flare. Stops light coming into the lens at extreme angles and being reflected inside the lens,Specifications of Axcess KF02-006 67mm Petal Plastic  Lens Hood (67 mm, Black) General Mount Type Screw-in Brand Axcess Shape Petal Designed For Canon, NIKON Model Number KF02-006 67mm Petal Plastic Filter Thread Size 67 mm Color Black Warranty Covered In Warranty Warranty Of The Product Is Limited To Manufacturing Defects Only. Service Type carry in In the Box Sales Package 1 lens hood Pack of 1","Axcess","Cameras & Accessories","Cameras & Accessories",TRUE,Color,"Black",Pack of,"1",,,,100,shopify,50,deny,manual,8.78,12.3,TRUE,TRUE,,http://img5a.flixcart.com/image/lens-hood/w/j/7/axcess-kf02-006-67mm-petal-plastic-1100x1100-imaejenfd323b96k.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
malabar-gold-diamonds-hbdaaaablzjm-ruby-22-k-ring,"Malabar Gold and Diamonds HBDAAAABLZJM Gold Ruby 22 K Ring","Key Features of Malabar Gold and Diamonds HBDAAAABLZJM Gold Ruby 22 K Ring Type: Ring Certification: BIS Hallmark Fit: Regular Diamond Cut: NA,Specifications of Malabar Gold and Diamonds HBDAAAABLZJM Gold Ruby 22 K Ring Pearl Features Pearl Type NA Silver Features Silver Weight 0 g General Collection Contemporary Brand Malabar Gold and Diamonds Precious/Artificial Jewellery Precious Jewellery Model Number HBDAAAABLZJM Type Ring Model Name HBDAAAABLZJM Occasion Everyday, Wedding & Engagement, Workwear Ideal For Women Color Red Diamond Features Diamond Weight 0 carat Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Dimensions Weight 3.12 g Gold Features Gold Purity 22 K Gold Weight 2.8 Gold Color Yellow Gold Body & Design Features Base Material Gold Gemstone Ruby Plating NA Ring Size 10 Additional Features Certification BIS Hallmark In the Box Sales Package 1 Ring Pack of 1","Malabar Gold and Diamonds","Jewellery","Jewellery",TRUE,Color,"Red",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,207.43,207.43,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/q/z/2/hbdaaaablzjm-10-malabar-gold-and-diamonds-ring-original-imaehf87yvd8tyaz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
anand-s-guru-feather-shuttle-white,"Anand's Guru Feather Shuttle  - White","Key Features of Anand's Guru Feather Shuttle  - White Feather Feather White,Anand's Guru Feather Shuttle  - White (Medium, 79, Pack of 1) Price: CAD $7.48 Guru Badminton Shuttlecock Box contains 10 pieces,Specifications of Anand's Guru Feather Shuttle  - White (Medium, 79, Pack of 1) General Base Material Cork Speed Medium, 79 Type Feather Skirt Material Feather In the Box Number of Contents in Sales Package Pack of 1","Anand's","Sports & Fitness","Sports & Fitness",TRUE,Number of Contents in Sales Package,"Pack of 1",Type,"Feather",,,,100,shopify,50,deny,manual,7.48,7.48,TRUE,TRUE,,http://img6a.flixcart.com/image/shuttle/g/4/h/medium-79-1-anand-s-feather-guru-original-imaegwh5hwzzyqkp.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
hermosear-women-s-paisley-formal-shirt,"Hermosear Women's Paisley Formal Shirt","Hermosear Women's Paisley Formal Shirt                         Price: CAD $19.34       The Classy Paisley Printed Shirt In Chiffon Fabric In Button Down Fashion. It’S A Perfect Outfit For Casual And Formal Outings. Best When Carried With Formals And It Gives Entirly Different Look When Jazzed With Shorts !! Grab One Now !!The Classy Paisley Printed Shirt In Chiffon Fabric In Button Down Fashion. It’S A Perfect Outfit For Casual And Formal Outings. Best When Carried With Formals And It Gives Entirly Different Look When Jazzed With Shorts !! Grab One Now !!","Slim","Clothing","Clothing",TRUE,Fit,"Slim",Number of Contents in Sales Package,"Pack of 1",Pattern,"Paisley",,100,shopify,50,deny,manual,8.78,19.34,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/y/b/g/1231-paisley-hermosear-m-original-imae6du2mqdbpky5.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
visaga-plastic-necklace,"Visaga Plastic Necklace","Visaga Plastic Necklace - Buy Visaga Plastic Necklace only for CAD $5.28 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Visaga","Jewellery","Jewellery",TRUE,Color,"Black",Pack of,"1",Type,"Necklace",,100,shopify,50,deny,manual,4.49,5.28,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/p/y/n/nl-140-visaga-necklace-original-imae3jh6y6kquwgk.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
marwal-white-metal-swan-holder-showpiece-15-24-cm,"Marwal White Metal Swan Holder Showpiece  -  15.24 cm","Marwal White Metal Swan Holder Showpiece  -  15.24 cm (Alloy, Silver)                         Price: CAD $35.18       Embellish Your Dining Table Setting By Bringing In These White Metal Spoon Holder From Marwal. It Is A Complete Finished Product And Comes With A Classy Stand That Holds All The Spoons Perfectly. Bring Home This Beautiful Product To Adorn Your Table. They Are Easy To Use And Clean As Well! These Has Been Diligently Handcrafted By Skilled Artisans Of Marwal Using Various Traditional Techniques.Embellish Your Dining Table Setting By Bringing In These White Metal Spoon Holder From Marwal. It Is A Complete Finished Product And Comes With A Classy Stand That Holds All The Spoons Perfectly. Bring Home This Beautiful Product To Adorn Your Table. They Are Easy To Use And Clean As Well! These Has Been Diligently Handcrafted By Skilled Artisans Of Marwal Using Various Traditional Techniques.","Marwal","Home Decor & Festive Needs","Home Decor & Festive Needs",TRUE,Color,"Silver",Material,"Alloy",Type,"Ethnic",,100,shopify,50,deny,manual,14.06,35.18,TRUE,TRUE,,http://img6a.flixcart.com/image/showpiece-figurine/e/w/m/msh-00101-marwal-1100x1100-imaebgyezv3sfdk5.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
trove-bone-necklace,"Trove Bone Necklace","Trove Bone Necklace - Buy Trove Bone Necklace only for CAD $13.20 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Trove","Jewellery","Jewellery",TRUE,Color,"Red",Type,"Necklace",,,,100,shopify,50,deny,manual,6.32,13.2,TRUE,TRUE,,http://img6a.flixcart.com/image/necklace-chain/3/y/b/trn1014rd-trove-necklace-1100x1100-imae7txyyykdysgc.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
asian-gems-jewels-5-dhaatu-metal-alloy-opal-ring,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring","Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring - Buy Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring only for CAD $48.33 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Asian Gems & Jewels","Jewellery","Jewellery",TRUE,Color,"White",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,12.09,48.33,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/e/v/j/clrr0100-14-asian-gems-jewels-ring-original-imae7fgpxv2jjgps.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
asian-gems-jewels-5-dhaatu-metal-alloy-opal-ring,,,,,,,Color,"White",Pack of,"1",Type,"Ring",RNGE7Z9NHKZPRSEE,100,shopify,50,deny,manual,13.08,52.32,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/e/v/j/clrr0100-14-asian-gems-jewels-ring-original-imae7fgpxv2jjgps.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
print-shapes-jurassic-park-laptop-skin-mouse-pad-combo-set,"PRINT SHAPES Jurassic Park Laptop Skin with Mouse pad Combo Set","Key Features of PRINT SHAPES Jurassic Park Laptop Skin with Mouse pad Combo Set Glue Free Removal 15.6 inches Laptop skin Easy to Apply & Scratch Resistant Lamination,PRINT SHAPES Jurassic Park Laptop Skin with Mouse pad Combo Set (Multicolor) Price: CAD $17.58 Print Shapes Laptop skin made on High Quality vinyl sheet is compatible with laptops screen sizes ranging from 14.1 inches to 15.6 inches. Trimning of the skin would be required as per your laptop size. The skins are easy to install & remove without leaving any gum or residue,Specifications of PRINT SHAPES Jurassic Park Laptop Skin with Mouse pad Combo Set (Multicolor) General Brand PRINT SHAPES Model Name Jurassic Park Laptop Skin with Mouse pad Suitable_for All types of Laptop Color Multicolor Warranty Warranty Summary No Warranty In the Box Number of Contents in Sales Package Pack of 2","PRINT SHAPES","Computers","Computers",TRUE,Color,"Multicolor",Number of Contents in Sales Package,"Pack of 2",,,,100,shopify,50,deny,manual,5.79,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/laptop-accessories-combo/9/u/j/2-print-shapes-jurassic-park-laptop-skin-with-mouse-pad-original-imaegev3yrzba2w3.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
sizzlacious-women-s-shapewear,"Sizzlacious Women's Shapewear","Specifications of Sizzlacious Women's Shapewear General Details Ideal For Women's Age Group NA - NA month Pattern Solid Shapewear Details Type Shapewear Fabric Cotton, Spandex Waist Elastic Waist Sheerness Opaque Number of Contents in Sales Package Pack of 1 Fabric Care Tumble dry the clothes on the delicate setting, unless the tags specifically direct you to line dry or lay the item flat to dry. If you are concerned about shrinkage, then tumble dry the items for a couple of minutes to get the wrinkles out, then hang them to finish drying. Additional Details Smooth, Thin, Natural In the Box Shapewear","Sizzlacious","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Shapewear",,100,shopify,50,deny,manual,9.66,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/shapewear/y/g/g/szt-crst-pnty-blk-sizzlacious-xl-original-imaef6jb8hc5jpuj.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
unravel-india-showpiece-15-cm,"Unravel India Showpiece  -  15 cm","Buy Unravel Canada Showpiece  -  15 cm for CAD $13.48 online. Unravel Canada Showpiece  -  15 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","Unravel India","Home Decor & Festive Needs","Home Decor & Festive Needs",TRUE,Color,"Gold",Material,"Terracotta",Type,"Ethnic",,100,shopify,50,deny,manual,10.12,13.48,TRUE,TRUE,,http://img5a.flixcart.com/image/showpiece-figurine/t/w/y/c0036-unravel-india-original-imaeysff4hubecgd.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
italian-fashion-wt277-analog-watch-girls-women,"Italian Fashion wt277 Analog Watch  - For Girls, Women","Key Features of Italian Fashion wt277 Analog Watch  - For Girls, Women Dial Color: Rose Gold Dial Shape: Contemporary Strap Color: Rose Gold,Italian Fashion wt277 Analog Watch  - For Girls, Women Price: CAD $17.58 New style watch,Specifications of Italian Fashion wt277 Analog Watch  - For Girls, Women General Type Analog Style Code wt277 Ideal For Girls, Women Occasion Party-Wedding Dial Dimensions Diameter 13 mm Weight 100 g Height 32 mm Width 20 mm Thickness 8 mm Warranty 6 month machine warranty from seller In the Box Watch Body Features Strap Type Bracelet Dial Shape Contemporary Box Material Plastic Strap Color Rose Gold Strap Design Ethinic Scratch Resistant No Clasp Type Buckle Dial Color Rose Gold Strap Material Metal Strap","Italian Fashion","Watches","Watches",TRUE,Type,"Analog",,,,,,100,shopify,50,deny,manual,9.66,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/watch/h/v/z/wt277-italian-fashion-1000x1000-imaehkxfhqphpvv9.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pigeon-triply-kadhai-2-l,"Pigeon Triply Kadhai 2 L","Buy Pigeon Triply Kadhai 2 L for CAD $15.75 online. Pigeon Triply Kadhai 2 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","Pigeon","Kitchen & Dining","Kitchen & Dining",TRUE,Color,"Silver, White",Material,"Stainless Steel",Type,"Kadhai",,100,shopify,50,deny,manual,11.0,15.75,TRUE,TRUE,,http://img6a.flixcart.com/image/pot-pan/t/w/k/triply-kadai-24cm-pigeon-original-imae3fwmzukmevyn.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
bluestone-trion-yellow-gold-diamond-14-k-ring,"BlueStone The Trion Yellow Gold Diamond 14 K Ring","BlueStone The Trion Yellow Gold Diamond 14 K Ring - Buy BlueStone The Trion Yellow Gold Diamond 14 K Ring only for CAD $583.12 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","BlueStone","Jewellery","Jewellery",TRUE,Color,"Yellow",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,441.85,583.12,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/4/v/r/1435-14-19-bluestone-ring-1100x1100-imae9hem8eszgvq4.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
allure-auto-cm-310-car-mat-ford-new-fiesta,"Allure Auto CM 310 Car Mat Ford New Fiesta","Buy Allure Auto CM 310 Car Mat Ford New Fiesta for CAD $49.28 online. Allure Auto CM 310 Car Mat Ford New Fiesta at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","Allure Auto","Automotive","Automotive",TRUE,Color,"Beige",Material,"Rubber",Type,"Floor Mat",,100,shopify,50,deny,manual,16.19,49.28,TRUE,TRUE,,http://img6a.flixcart.com/image/car-mat/x/6/e/renault-koleos-rubber-mats-beige-allure-auto-cm-384-1100x1100-imaecjxkctf8hr2m.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
di-classe-seductive-silver-neckpiece-alloy-silk-dori-necklace,"Di Classe Seductive Silver Neckpiece Alloy, Silk Dori Necklace","Di Classe Seductive Silver Neckpiece Alloy, Silk Dori Necklace - Buy Di Classe Seductive Silver Neckpiece Alloy, Silk Dori Necklace only for CAD $8.78 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Di Classe","Jewellery","Jewellery",TRUE,Color,"Silver, Black",Type,"Necklace",,,,100,shopify,50,deny,manual,7.02,8.78,TRUE,TRUE,,http://img6a.flixcart.com/image/necklace-chain/z/2/h/np0006-di-classe-necklace-original-imae8gh9hkfpzgdw.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
deep-fashion-loafers,"DEEP FASHION Loafers","Key Features of DEEP FASHION Loafers Material: Canvas Occasion: Casual Color: Multicolor Heel Height: 0,DEEP FASHION Loafers Price: CAD $17.58 Walk up with ulitimate pair of simple fenlat lofer from the house of beyond fashion . This pair of lofer provides you a diffrent level of comfort so that you can walk confidently in style. It has a tpr sole which is very flexible and take shape according to the size of your leg without hurting your feet. You can wear this lofer with midi skirt, floral crop top or with skinny jeans for ultimate look.,Specifications of DEEP FASHION Loafers General Ideal For Women Occasion Casual Shoe Details Sole Material PVC Heel Height 0 inch Outer Material Canvas Color Multicolor","DEEP FASHION","Footwear","Footwear",TRUE,Color,"Multicolor",,,,,,100,shopify,50,deny,manual,7.02,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/shoe/e/t/8/multicolor-s28-deep-fashion-41-1000x1000-imaegabzmxq5d4yv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
technix-sticky-yoga-sky-blue-4-mm,"Technix Sticky Yoga Sky Blue 4 mm","Specifications of Technix Sticky Yoga Sky Blue 4 mm General Type Yoga Ideal For Men, Women Dimensions Weight 1000 g Length 12.5 cm Width 12.5 cm In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Yoga Mat","Technix","Sports & Fitness","Sports & Fitness",TRUE,Number of Contents in Sales Package,"Pack of 1",Type,"Yoga",,,,100,shopify,50,deny,manual,11.44,11.44,TRUE,TRUE,,http://img5a.flixcart.com/image/sport-mat/h/x/a/12-5-12-5-4-technix-sticky-original-imaegwugrygxgmkv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
furst-sync-data-charging-mzu-m3-note-usb-cable,"Furst Sync Data & Charging For Mzu M3 Note USB Cable","Key Features of Furst Sync Data & Charging For Mzu M3 Note USB Cable For Meizu M3 Note High Speed Cable Cable Length: 1 Mtr Cable Speed: 480 Mbps,Furst Sync Data & Charging For Mzu M3 Note USB Cable (White) Price: CAD $10.54 Furst USB Cable Designed For Connection Of Smartphone To USB Supported Devices Including Android Smartphones And USB Charger. This Cable Allows You To Connect Your Smartphone To Your Laptop For Simultaneous Charging And Syncing/Exchanging Of Your Data.,Specifications of Furst Sync Data & Charging For Mzu M3 Note USB Cable (White) In The Box Number of Contents in Sales Package 1 Sales Package 1 USB Data Cable General Brand Furst Suitable For Meizu M3 Note Cable Type High Speed Cable 480 Mbps Speed Model Sync Data & Charging For Mzu M3 Note Cable Length 1 m Compatible Devices Mobile Type USB Cable Cable Round Part Number ST3204 Connector 2 SC Type Connector 1 A Type Color White Warranty Covered in Warranty Manufacturing Defects Warranty Summary 10 Days Warranty Against Manufacturing Defects Warranty Service Type Contact Service Centre Not Covered in Warranty Damaged/Burnt will not be covered in the warranty","Furst","Mobiles & Accessories","Mobiles & Accessories",TRUE,Color,"White",Number of Contents in Sales Package,"1",Type,"USB Cable",,100,shopify,50,deny,manual,2.09,10.54,TRUE,TRUE,,http://img6a.flixcart.com/image/data-cable/usb-cable/z/8/u/furst-sync-data-charging-for-jione-piner-p5l-2016-original-imae4tftgke8d6hd.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
siesta-slim-fit-women-s-light-blue-jeans,"SIESTA Slim Fit Women's Light Blue Jeans","Key Features of SIESTA Slim Fit Women's Light Blue Jeans Color: Light Blue Standard Fit: Slim,Specifications of SIESTA Slim Fit Women's Light Blue Jeans Jeans Details Brand Color Light Blue Number of Contents in Sales Package Pack of 1 Brand Fit Slim Fabric COTTON SILKY General Details Ideal For Women's Additional Details Style Code SI5599SLKY04","SIESTA","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",,,,,,100,shopify,50,deny,manual,8.45,26.58,TRUE,TRUE,,http://img6a.flixcart.com/image/jean/j/u/9/si5599slky04-siesta-34-original-imaegg7drfz99pg2.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
charu-fashionz-cer16-showpiece-33-cm,"Charu Fashionz CER16 Showpiece  -  33 cm","Charu Fashionz CER16 Showpiece  -  33 cm (Plastic, Multicolor)                         Price: CAD $7.74       Charu Fashionz introduces a wide range of home and décor products, which essentially consists of items like rangolis, idols, figurines, plates and storage boxes. The product in display is made from PVC and is finished in an attractive set of colors. Furthermore, it is a traditional styled rangoli that is made from polyvinyl chloride and is adorned with acrylic beads. Disclaimer: Due to the limitations of Cameras and the relative inconsistencies of various display monitors, the colours you see on your computer screen may not be totally accurate reproduction of the actual product. We strive to make our colours as accurate as possible, but screen images are intended as a guide only and should not be regarded as absolutely correct.Therefore you need to be certain that any slight variations occurring between the actual colour, and the representation on our website, will be acceptable.Charu Fashionz introduces a wide range of home and décor products, which essentially consists of items like rangolis, idols, figurines, plates and storage boxes. The product in display is made from PVC and is finished in an attractive set of colors. Furthermore, it is a traditional styled rangoli that is made from polyvinyl chloride and is adorned with acrylic beads. Disclaimer: Due to the limitations of Cameras and the relative inconsistencies of various display monitors, the colours you see on your computer screen may not be totally accurate reproduction of the actual product. We strive to make our colours as accurate as possible, but screen images are intended as a guide only and should not be regarded as absolutely correct.Therefore you need to be certain that any slight variations occurring between the actual colour, and the representation on our website, will be acceptable.","Charu Fashionz","Home Decor & Festive Needs","Home Decor & Festive Needs",TRUE,Color,"Multicolor",Material,"Plastic",Type,"Ethnic",,100,shopify,50,deny,manual,6.16,7.74,TRUE,TRUE,,http://img5a.flixcart.com/image/showpiece-figurine/4/6/z/cer16-charu-fashionz-original-imaebzfdkjza8uyu.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
satovira-party-sleeveless-solid-women-s-top,"Satovira Party Sleeveless Solid Women's Top","Key Features of Satovira Party Sleeveless Solid Women's Top Dark Pink,Satovira Party Sleeveless Solid Women's Top Price: CAD $26.38 Satovira is a Ready to wear High Street Women's Fashion brand. We give our designs a contemporary, elegant and yet simple and easy to wear attitude. We have used a lot of Pastels & bold colours like Pinks, Reds, Black, Brown, Grey, Beige with many of our Tops & dresses while keeping your comfort in mind. Feminine and summery, Georgettes, Cotton Spandex, Satins, Appliques, lace in varying is used in varying amounts. A lot of our collection is Applique inspired to give it a trendy persona and are used in most of the occasions. Satovira focuses on designs for various occasions such as Young party going to casual out going. All given to enhance the look of the dress and indeed to make you look special for every occasion We are working on some mirror-effect with prints and embellishments on the left and right halves of a garment to create a reflective, symmetrical effect featured as a prevalent trend for SS16. Colours in images can vary slightly from the actual product.,Specifications of Satovira Party Sleeveless Solid Women's Top Top Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Georgette Type Top Neck Round Neck General Details Pattern Solid Ideal For Women's Occasion Party Fabric Care Hand Wash. Wash with similar colours, Use detergent for colours","Satovira","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Top",,100,shopify,50,deny,manual,26.38,26.38,TRUE,TRUE,,http://img5a.flixcart.com/image/top/h/9/f/layered-darkpink-satovira-m-original-imaehznjhf6xrzgh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
satovira-party-sleeveless-solid-women-s-top,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Top",TOPEHZNMGBH5HHGA,100,shopify,50,deny,manual,26.38,26.38,TRUE,TRUE,,http://img6a.flixcart.com/image/top/m/p/z/georgette-blue-satovira-xl-original-imaehznjy4n8r9eu.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
satovira-party-sleeveless-solid-women-s-top,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Top",TOPEHZNZ9YZYYAPU,100,shopify,50,deny,manual,26.38,26.38,TRUE,TRUE,,http://img6a.flixcart.com/image/top/j/s/v/layered-blue-satovira-xl-original-imaehznjn2rjtjas.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
vodafone-r206-i,"Vodafone R206 i","Buy Vodafone R206 i only for CAD $52.78 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Vodafone","Computers","Computers",TRUE,Color,"White",Type,"Wireless With Modem",,,,100,shopify,50,deny,manual,47.5,52.78,TRUE,TRUE,,http://img6a.flixcart.com/image/router/y/n/p/vodafone-r206-i-1100x1100-imaeay2yqwhe9xxz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
radiant-bay-blend-yellow-gold-diamond-18-k-ring,"Radiant Bay Blend Yellow Gold Diamond 18 K Ring","Radiant Bay Blend Yellow Gold Diamond 18 K Ring                         Price: CAD $426.36       This beautiful ring holds 26 diamonds with a total diamond weight of 0.25 carat. Top Width : 2.1mm, Shank Width : 2.1 mm. Diamond Quality : VS-GHThis beautiful ring holds 26 diamonds with a total diamond weight of 0.25 carat. Top Width : 2.1mm, Shank Width : 2.1 mm. Diamond Quality : VS-GH","Radiant Bay","Jewellery","Jewellery",TRUE,Color,"Yellow",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,341.09,426.36,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/j/g/g/rf025516-yg-14k-vvs-gh-24-radiant-bay-ring-1100x1100-imaed7hqfgwgcaxz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
shopsince-yoga-exercise-mat-4mm-green-4-mm,"ShopSince Yoga and Exercise Mat (4mm) Yoga Green 4 mm","Specifications of ShopSince Yoga and Exercise Mat (4mm) Yoga Green 4 mm General Type Yoga Suitable for Indoor and Outdoor Designed for Yoga, Gym, Exercise Ideal For Men, Women Mat Features Base Material PVC Shape Rectangular Slip-Resistant Yes Surface Anti-Slip Dimensions Weight 950 g Length 68 inch Width 24 inch Additional Features Provides Stable Non Slippery Platform for Workout In the Box Number of Contents in Sales Package Pack of 1 Sales Package ShopSince Green Yoga and Exercise Mat","ShopSince","Sports & Fitness","Sports & Fitness",TRUE,Number of Contents in Sales Package,"Pack of 1",Type,"Yoga",,,,100,shopify,50,deny,manual,7.48,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/sport-mat/m/b/j/68-24-4-shopsince-yoga-and-exercise-mat-4mm-1100x1100-imaehy3wfrwswrfu.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
manjaree-girl-s-maxi-dress,"Manjaree Girl's Maxi Dress","Key Features of Manjaree Girl's Maxi Dress Black Maxi,Manjaree Girl's Maxi Dress Price: CAD $46.45 Mugdha By Manjaree.com Fabulously Designed Black Color One Piece Party Wear Long Readymade Dress,Specifications of Manjaree Girl's Maxi Dress In The Box 1 Dress Dimensions Length Maxi/Full Length General Details Pattern Solid Occasion Party Ideal For Girl's Dress Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric Georgette, Crepe Type Maxi Fabric Care Dry Clean","Manjaree","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Maxi",,100,shopify,50,deny,manual,23.21,46.45,TRUE,TRUE,,http://img5a.flixcart.com/image/dress/a/t/v/m37465l-manjaree-l-original-imaegnqqxnfbv6dj.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
richworth-men-s-solid-formal-shirt,"Richworth Men's Solid Formal Shirt","Richworth Men's Solid Formal Shirt - Buy Orange Richworth Men's Solid Formal Shirt For Only CAD $14.06 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it","Regular","Clothing","Clothing",TRUE,Fit,"Regular",Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",,100,shopify,50,deny,manual,10.54,14.06,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/k/t/f/rws-252-16-richworth-40-original-imaebgfxchcugswe.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
desire-pt-358-analog-watch-men,"Desire PT-358 Analog Watch  - For Men","Specifications of Desire PT-358 Analog Watch  - For Men General Type Analog Style Code PT-358 Ideal For Men Occasion Casual Dial Dimensions Weight 100 g Warranty 3 Months Manufacterers Warranty Body Features Dial Shape Round Strap Color Multicolor Dial Color Beige","Desire","Watches","Watches",TRUE,Type,"Analog",,,,,,100,shopify,50,deny,manual,24.62,26.38,TRUE,TRUE,,http://img5a.flixcart.com/image/watch/u/k/8/pt-358-desire-original-imaehxdwxewx2hmt.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
